Date,Monthly Return,Monthly Close,Dividend,Dividend Yield,Total Return,Cumulative Return
2002-08,0.0551312202957969,40.3231,0.0,0.0,0.0551312202957969,1.055131220295797
2002-09,0.0425913105439248,42.0405,0.373,0.008872396855413233,0.05146370739933803,1.1094321846850064
2002-10,-0.0369430151108698,40.4874,0.343,0.008471771464702599,-0.028471243646167203,1.07784527064594
2002-11,-0.009160846349177,40.1165,0.389,0.00969675819176648,0.0005359118425894791,1.0784229006909583
2002-12,0.0452529451870473,41.9319,0.835,0.019913240277688347,0.06516618546473564,1.1486996074468034
2003-01,-0.0057573531204481,41.6905,0.0,0.0,-0.0057573531204481,1.1420861381774121
2003-02,0.0309739719888098,42.9818,0.308,0.007165823674206292,0.03813979566301609,1.1856450701170618
2003-03,-0.0136481877411263,42.3952,0.34,0.008019775823678152,-0.0056284119174481485,1.1789717712745513
2003-04,0.0104832345808982,42.8396,0.378,0.008823611798429491,0.01930684637932769,1.201733998148113
2003-05,0.0631965341179112,45.547,0.473,0.01038487715985685,0.07358141127776804,1.2901592817123257
2003-06,-0.0180670399595841,44.7241,0.398,0.008899005234314385,-0.009168034725269714,1.278331056616458
2003-07,-0.0998077813087621,40.2603,0.353,0.00876794261344302,-0.09103983869531908,1.161952003422879
2003-08,0.0130551635235409,40.7859,0.378,0.009267908762587072,0.02232307228612797,1.1878903419882991
2003-09,0.0593426588247463,43.2062,0.372,0.008609875434544115,0.06795253425929042,1.2686105011485391
2003-10,-0.0303121590055381,41.8965,0.367,0.008759681596314727,-0.02155247740922337,1.2412688019814317
2003-11,0.0033949975434592,42.0388,0.348,0.008278066928646868,0.011673064472106068,1.2557582127341749
2003-12,0.013434044048703,42.6035,0.8180000000000001,0.01920030044479914,0.03263434449350214,1.2967390588490866
2004-01,0.0186065739712113,43.3962,0.0,0.0,0.0186065739712113,1.320866930068921
2004-02,0.0228196757049452,44.3865,0.358,0.00806551541572325,0.03088519112066845,1.3616621576490704
