Date,Monthly Return,Monthly Close,Dividend Yield,Total Return,Cumulative Return
2004-12,-0.0292553130778427,43.8,0.0,-0.0292553130778427,0.9707446869221573
2005-01,-0.0360730147004325,42.22,0.0,-0.0360730147004325,0.9357269995604477
2005-02,0.0310278901164831,43.53,0.0,0.0310278901164831,0.9647606340818357
2005-03,-0.0163105698227206,42.82,0.0,-0.0163105698227206,0.9490248383974317
2005-04,0.0123773653216754,43.35,0.0,0.0123773653216754,0.9607712655216207
2005-05,-0.0392156172567581,41.65,0.0,-0.0392156172567581,0.9230940273016337
2005-06,0.0429771196939301,43.44,0.0,0.0429771196939301,0.962765949801728
2005-07,-0.014272535715587,42.82,0.0,-0.014272535715587,0.9490248383974319
2005-08,0.0135451152542813,43.4,0.0,0.0135451152542813,0.9618794892127008
2005-09,0.0760368461068554,46.7,0.0,0.0760368461068554,1.0350177719073077
2005-10,-0.0064239664273971,46.4,0.0,-0.0064239664273971,1.028368852488816
2005-11,0.0581895874881879,49.1,0.0,0.0581895874881879,1.0882092118008413
2005-12,0.0505092349084435,51.58,0.0,0.0505092349084435,1.1431738265092222
2006-01,0.0992632561095059,56.7,0.0,0.0992632561095059,1.256648982827691
2006-02,-0.011111129799614,56.07,0.0,-0.011111129799614,1.2426861928669395
2006-03,0.0362047224959098,58.1,0.0,0.0362047224959098,1.2876773016291858
2006-04,0.120309777062783,65.09,0.0,0.120309777062783,1.442597470716999
2006-05,-0.0132123679419599,64.23,0.0,-0.0132123679419599,1.4235373421417454
2006-06,-0.0467072031434576,61.23,0.0,-0.0467072031434576,1.3570478943200333
2006-07,0.0315205017083899,63.16,0.0,0.0315205017083899,1.3998227247913149
2006-08,-0.0137745239706553,62.29,0.0,-0.0137745239706553,1.380540833114009
2006-09,-0.0452721087393861,59.47,0.0,-0.0452721087393861,1.3180408383981088
2006-10,0.0129477121566901,60.24,0.0,0.0129477121566901,1.33510645178445
2006-11,0.068891062343132,64.39,0.0,0.068891062343132,1.4270833535890504
2006-12,-0.0183258319049693,63.21,0.0,-0.0183258319049693,1.4009308639367977
2007-01,0.0256289000165479,64.83,0.0,0.0256289000165479,1.43683518097873
2007-02,0.0254512028270301,66.48,0.0,0.0254512028270301,1.4734043645988324
2007-03,-0.0111312493350962,65.74,0.0,-0.0111312493350962,1.4570035332450637
2007-04,0.0205354201093623,67.09,0.0,0.0205354201093623,1.4869237129010764
2007-05,-0.0231032271123837,65.54,0.0,-0.0231032271123837,1.452570976663134
2007-06,-0.0193775443198087,64.27,0.0,-0.0193775443198087,1.4244237181851764
2007-07,0.023650293322754,65.79,0.0,0.023650293322754,1.4581117569361437
2007-08,0.0110958461374146,66.52,0.0,0.0110958461374146,1.4742907406422625
2007-09,0.1050812664749683,73.51,0.0,0.1050812664749683,1.6292110788212704
2007-10,0.0695143580717299,78.62,0.0,0.0695143580717299,1.7424646411288816
2007-11,-0.0165352710040999,77.32,0.0,-0.0165352710040999,1.7136525160727538
2007-12,0.0664769711579875,82.46,0.0,0.0664769711579875,1.8275709449585351
2008-01,0.1084162326056787,91.4,0.0,0.1084162326056787,2.0257093016305396
2008-02,0.0522975787691148,96.18,0.0,0.0522975787691148,2.1316489933958915
2008-03,-0.0599916471694573,90.41,0.0,-0.0599916471694573,2.0037678590949564
2008-04,-0.0415883418198143,86.65,0.0,-0.0415883418198143,1.9204344764433579
2008-05,0.0092324917285127,87.45,0.0,0.0092324917285127,1.9381648718622717
2008-06,0.0451687217321981,91.4,0.0,0.0451687217321981,2.02570930163054
2008-07,-0.0144420095490971,90.08,0.0,-0.0144420095490971,1.9964539885526968
2008-08,-0.0929174353513001,81.71,0.0,-0.0929174353513001,1.8109486041395062
2008-09,0.0411210457471424,85.07,0.0,0.0411210457471424,1.8854167045360506
2008-10,-0.1613965370422935,71.34,0.0,-0.1613965370422935,1.581116977542239
2008-11,0.1257359360970265,80.31,0.0,0.1257359360970265,1.7799202007924135
2008-12,0.0773253551644286,86.52,0.0,0.0773253551644286,1.917553162483028
2009-01,0.0553629345975157,91.31,0.0,0.0553629345975157,2.0237145328048354
2009-02,0.0144562449908856,92.63,0.0,0.0144562449908856,2.0529698458826777
2009-03,-0.0253697349001525,90.28,0.0,-0.0253697349001525,2.000886545134627
2009-04,-0.0333407418800356,87.27,0.0,-0.0333407418800356,1.9341755033020573
2009-05,0.1023261217907389,96.2,0.0,0.1023261217907389,2.1320921814176077
2009-06,-0.0521829189429943,91.18,0.0,-0.0521829189429943,2.0208333879357006
2009-07,0.0237990585839265,93.35,0.0,0.0237990585839265,2.068927320123537
2009-08,0.0005356513398515,93.4,0.0,0.0005356513398515,2.0700355438146167
2009-09,0.0583511441028417,98.85,0.0,0.0583511441028417,2.1908244861297477
2009-10,0.0372281270812482,102.53,0.0,0.0372281270812482,2.2723847785120963
2009-11,0.1278650225927708,115.64,0.0,0.1278650225927708,2.5629433095560143
2009-12,-0.0720339145193763,107.31,0.0,-0.0720339145193763,2.378324470277449
2010-01,-0.0125803606824609,105.96,0.0,-0.0125803606824609,2.3484042906214357
2010-02,0.0327482186738865,109.43,0.0,0.0327482186738865,2.4253103478654
2010-03,-0.0043863963775468,108.95,0.0,-0.0043863963775468,2.4146719753410966
2010-04,0.0588343629339842,115.36,0.0,0.0588343629339842,2.5567376627048355
2010-05,0.0305131468831714,118.88,0.0,0.0305131468831714,2.6347517745486844
2010-06,0.0235531890683764,121.68,0.0,0.0235531890683764,2.6968085812428697
2010-07,-0.0508711573461672,115.49,0.0,-0.0508711573461672,2.55961880757397
2010-08,0.0570612528286531,122.08,0.0,0.0570612528286531,2.705673863497924
2010-09,0.0477555844004884,127.91,0.0,0.0477555844004884,2.8348849000463945
2010-10,0.0368226981489279,132.62,0.0,0.0368226981489279,2.9392730110077565
2010-11,0.0211129780941676,135.42,0.0,0.0211129780941676,3.0013298177019414
2010-12,0.0243686537910068,138.72,0.0,0.0243686537910068,3.0744681849421456
2011-01,-0.0637976212920824,129.87,0.0,-0.0637976212920824,2.8783244280046505
2011-02,0.0599831280342515,137.66,0.0,0.0599831280342515,3.0509753306937673
2011-03,0.0159813808638429,139.86,0.0,0.0159813808638429,3.0997341294597733
2011-04,0.0894465497800807,152.37,0.0,0.0894465497800807,3.376994652575512
2011-05,-0.0179168853122259,149.64,0.0,-0.0179168853122259,3.3164894266853167
2011-06,-0.0243250427993535,146.0,0.0,-0.0243250427993535,3.235815679437593
2011-07,0.084178036206389,158.29,0.0,0.084178036206389,3.508200288858492
2011-08,0.1227494393751578,177.72,0.0,0.1227494393751578,3.938829907531639
2011-09,-0.1106234724683263,158.06,0.0,-0.1106234724683263,3.5031028656983927
2011-10,0.0587118747477946,167.34,0.0,0.0587118747477946,3.708776602377917
2011-11,0.0166726939523071,170.13,0.0,0.0166726939523071,3.770611899606842
2011-12,-0.1066243394405559,151.99,0.0,-0.1066243394405559,3.368572896524563
2012-01,0.1139548091286086,169.31,0.0,0.1139548091286086,3.7524379779838237
2012-02,-0.0296497805495723,164.29,0.0,-0.0296497805495723,3.641179015410722
2012-03,-0.0132083404810052,162.12,0.0,-0.0132083404810052,3.5930850832228862
2012-04,-0.0014803247076433,161.88,0.0,-0.0014803247076433,3.587766150597527
2012-05,-0.0633803401047113,151.62,0.0,-0.0633803401047113,3.360372311756485
2012-06,0.0235457554358808,155.19,0.0,0.0235457554358808,3.439494816382609
2012-07,0.0083768479367647,156.49,0.0,0.0083768479367647,3.4683069414387364
2012-08,0.0493960985123533,164.22,0.0,0.0493960985123533,3.6396277727891233
2012-09,0.046705627280061,171.89,0.0,0.046705627280061,3.809618870983171
2012-10,-0.0294374168163413,166.83,0.0,-0.0294374168163413,3.6974735323666397
2012-11,-0.0046754107219081,166.05,0.0,-0.0046754107219081,3.680186324969441
2012-12,-0.0242697904560755,162.02,0.0,-0.0242697904560755,3.590868974023118
2013-01,-0.0050611486396444,161.2,0.0,-0.0050611486396444,3.5726950524000998
2013-02,-0.0508684683838737,153.0,0.0,-0.0508684683838737,3.3909575270818633
2013-03,0.009477104236877,154.45,0.0,0.009477104236877,3.423093985028841
2013-04,-0.0756231330952718,142.77,0.0,-0.0756231330952718,3.1642288930013804
2013-05,-0.061987853461336,133.92,0.0,-0.061987853461336,2.968085136063886
2013-06,-0.1105883942733508,119.11,0.0,-0.1105883942733508,2.639849366799981
2013-07,0.0743010530498811,127.96,0.0,0.0743010530498811,2.835992954646281
2013-08,0.0520474842166751,134.62,0.0,0.0520474842166751,2.9835992531918354
2013-09,-0.0478383796983515,128.18,0.0,-0.0478383796983515,2.8408686992499264
2013-10,-0.003432632525769,127.74,0.0,-0.003432632525769,2.831117040951442
2013-11,-0.0551119542293655,120.7,0.0,-0.0551119542293655,2.6750886481725495
2013-12,-0.0379452718927915,116.12,0.0,-0.0379452718927915,2.573581682080322
2014-01,0.0341887142387742,120.09,0.0,0.0341887142387742,2.66156913077911
2014-02,0.0627030280482701,127.62,0.0,0.0627030280482701,2.828457574638762
2014-03,-0.0314214233656868,123.61,0.0,-0.0314214233656868,2.739583411714154
2014-04,0.0049348807324614,124.22,0.0,0.0049348807324614,2.7531029291075932
2014-05,-0.0305103918715441,120.43,0.0,-0.0305103918715441,2.6691046798778246
2014-06,0.0631901765479774,128.04,0.0,0.0631901765479774,2.837765875824337
2014-07,-0.0363167302429715,123.39,0.0,-0.0363167302429715,2.734707498019315
2014-08,0.0038090706137288,123.86,0.0,0.0038090706137288,2.745124191987164
2014-09,-0.0617632931388792,116.21,0.0,-0.0617632931388792,2.575576281814832
2014-10,-0.0305481064480759,112.66,0.0,-0.0305481064480759,2.496897303392813
2014-11,-0.004881972606777,112.11,0.0,-0.004881972606777,2.4847075191557138
2014-12,0.0131121328400687,113.58,0.0,0.0131121328400687,2.517287334215601
2015-01,0.0868990575635728,123.45,0.0,0.0868990575635728,2.7360372311756556
2015-02,-0.0590521949481233,116.16,0.0,-0.0590521949481233,2.5744682272149473
2015-03,-0.0215220378889802,113.66,0.0,-0.0215220378889802,2.5190604244848513
2015-04,-0.0016716737223684,113.47,0.0,-0.0016716737223684,2.514849377368182
2015-05,0.0055521040507666,114.1,0.0,0.0055521040507666,2.528812082783336
2015-06,-0.015162101232906,112.37,0.0,-0.015162101232906,2.490469977985179
2015-07,-0.0662098625928223,104.93,0.0,-0.0662098625928223,2.3255763029512315
2015-08,0.0370723280123401,108.82,0.0,0.0370723280123401,2.411790830471965
2015-09,-0.0180113866014454,106.86,0.0,-0.0180113866014454,2.368351133422513
2015-10,0.022833636790845,109.3,0.0,0.022833636790845,2.422429202996269
2015-11,-0.0675206283326246,101.92,0.0,-0.0675206283326246,2.2588652611186615
2015-12,-0.0045133348973394,101.46,0.0,-0.0045133348973394,2.248670245707267
2016-01,0.0541099735196994,106.95,0.0,0.0541099735196994,2.3703457331570235
2016-02,0.1093034387561837,118.64,0.0,0.1093034387561837,2.6294326728321336
2016-03,-0.0084288604614343,117.64,0.0,-0.0084288604614343,2.6072695517400954
2016-04,0.0510880837080258,123.65,0.0,0.0510880837080258,2.7404699568487807
2016-05,-0.061382967032933,116.06,0.0,-0.061382967032933,2.5722517798327886
2016-06,0.0896950187927911,126.47,0.0,0.0896950187927911,2.8029699515646813
2016-07,0.0198465603116089,128.98,0.0,0.0198465603116089,2.8585992637600373
2016-08,-0.0325631655091257,124.78,0.0,-0.0325631655091257,2.765514222809954
2016-09,0.0068921351079083,125.64,0.0,0.0068921351079083,2.7845745204764025
2016-10,-0.0294491958469959,121.94,0.0,-0.0294491958469959,2.702571040072338
2016-11,-0.0835657063915729,111.75,0.0,-0.0835657063915729,2.4767287820352855
2016-12,-0.0191498826814178,109.61,0.0,-0.0191498826814178,2.4292997164256187
2017-01,0.0541921577258459,115.55,0.0,0.0541921577258459,2.560948709821509
2017-02,0.0318476867848063,119.23,0.0,0.0318476867848063,2.642509002203858
2017-03,-0.0042774647477253,118.72,0.0,-0.0042774647477253,2.6312057631013843
