Date,Monthly Return
2002-08-31,0.05513122029579698
2002-09-30,0.04259131054392484
2002-10-31,-0.03694301511086984
2002-11-30,-0.009160846349177021
2002-12-31,0.045252945187047366
2003-01-31,-0.0057573531204481165
2003-02-28,0.0309739719888098
2003-03-31,-0.013648187741126305
2003-04-30,0.010483234580898282
2003-05-31,0.06319653411791126
2003-06-30,-0.01806703995958414
2003-07-31,-0.09980778130876211
2003-08-31,0.013055163523540969
2003-09-30,0.05934265882474632
2003-10-31,-0.030312159005538186
2003-11-30,0.0033949975434592883
2003-12-31,0.013434044048703075
2004-01-31,0.01860657397121135
2004-02-29,0.022819675704945253
2004-03-31,0.01411067599271143
2004-04-30,-0.062353615661900674
2004-05-31,-0.0025807834757551884
2004-06-30,0.010534973949592574
2004-07-31,0.015315123934845687
2004-08-31,0.04165747411941001
2004-09-30,0.00949369557092572
2004-10-31,0.017647416026868035
2004-11-30,-0.023956835785216568
2004-12-31,0.026588051612100205
2005-01-31,0.03568544481213953
2005-02-28,-0.01472124233571015
2005-03-31,-0.004547232568175019
2005-04-30,0.03865094102478861
2005-05-31,0.03137648621608857
2005-06-30,0.02164780402176847
2005-07-31,-0.033807540594128604
2005-08-31,0.03476510876155037
2005-09-30,-0.03612920858621904
2005-10-31,-0.022408698255578896
2005-11-30,0.006903148914322754
2005-12-31,0.02981567552769171
2006-01-31,-0.013383679641176371
2006-02-28,0.011079754242786732
2006-03-31,-0.045700206469164284
2006-04-30,-0.027523872140553962
2006-05-31,-0.0019084715276513897
2006-06-30,0.0117831753238411
2006-07-31,0.021632943044570307
2006-08-31,0.030560711853706346
2006-09-30,0.0191505789720674
2006-10-31,0.008466385444304336
2006-11-30,0.02308115396472954
2006-12-31,-0.026956702717200964
2007-01-31,-0.009951861066328838
2007-02-28,0.033889767124238857
2007-03-31,-0.017002346300538984
2007-04-30,0.00904925793599931
2007-05-31,-0.023137378532749886
2007-06-30,-0.01013441708364704
2007-07-31,0.033190892894732205
2007-08-31,0.017875842868819047
2007-09-30,0.002282142920969399
2007-10-31,0.018161789552231467
2007-11-30,0.05351268202443471
2007-12-31,-0.006277361981355534
2008-01-31,0.02095862780799429
2008-02-29,-0.004553547502343491
2008-03-31,0.021388634417181196
2008-04-30,-0.02486280058158674
2008-05-31,-0.026881790783825465
2008-06-30,0.026535985922224503
2008-07-31,-0.0036742537140591613
2008-08-31,0.02739319574677923
2008-09-30,0.014759770791738847
2008-10-31,-0.018606698718369508
2008-11-30,0.1434127181897873
2008-12-31,0.13652415792642203
2009-01-31,-0.13070864456041165
2009-02-28,-0.015318868679277897
2009-03-31,0.04047303014766257
2009-04-30,-0.06952026919291232
2009-05-31,-0.03694883413789252
2009-06-30,0.007510511420391719
2009-07-31,0.005760308338906617
2009-08-31,0.022308602737046046
2009-09-30,0.024582081252011445
2009-10-31,-0.026160984592173975
2009-11-30,0.012128744990304918
2009-12-31,-0.06345658739088078
2010-01-31,0.02692142769326722
2010-02-28,-0.0034237510158070528
2010-03-31,-0.02057416182608096
2010-04-30,0.03321832914177514
2010-05-31,0.05108424804580047
2010-06-30,0.057977535787352874
2010-07-31,-0.00946336456996455
2010-08-31,0.08390899416041986
2010-09-30,-0.02520312061933272
2010-10-31,-0.04469280148333499
2010-11-30,-0.01689303677126719
2010-12-31,-0.03699034577278448
2011-01-31,-0.03081271554023246
2011-02-28,0.01650259763625095
2011-03-31,0.0002926808601708686
2011-04-30,0.023391052423513026
2011-05-31,0.03422850499407315
2011-06-30,-0.023231031396428015
2011-07-31,0.0441458510147521
2011-08-31,0.0966750501214122
2011-09-30,0.13206184514397812
2011-10-31,-0.03829221171134256
2011-11-30,0.019890977488919326
2011-12-31,0.03444814991324319
2012-01-31,-0.0032992814265547787
2012-02-29,-0.02596987318844146
2012-03-31,-0.04236000070971713
2012-04-30,0.04834248985700884
2012-05-31,0.09025351057147946
2012-06-30,-0.0167819099233788
2012-07-31,0.0381729464034779
2012-08-31,-0.013189057641514568
2012-09-30,-0.02532815264432453
2012-10-31,-0.004840111051529816
2012-11-30,0.0115923507523632
2012-12-31,-0.024876736375055608
2013-01-31,-0.03185324921425958
2013-02-28,0.012386323302661983
2013-03-31,-0.004193701809440342
2013-04-30,0.04684885756119361
2013-05-31,-0.06761005323714886
2013-06-30,-0.03271251434161582
2013-07-31,-0.02257988980012815
2013-08-31,-0.013403423143280135
2013-09-30,0.006517175586556068
2013-10-31,0.014305009583897466
2013-11-30,-0.027033117925397865
2013-12-31,-0.018696542906367686
2014-01-31,0.063027645508142
2014-02-28,0.005240347848473048
2014-03-31,0.007321987325540791
2014-04-30,0.02095198339454507
2014-05-31,0.029495429335909984
2014-06-30,-0.0025133873022852304
2014-07-31,0.006641602300708094
2014-08-31,0.04723786220405968
2014-09-30,-0.02112309846488547
2014-10-31,0.028185926708659714
2014-11-30,0.029673392282674405
2014-12-31,0.032513313178629044
2015-01-31,0.098157806800101
2015-02-28,-0.06138359884072886
2015-03-31,0.010922279940538182
2015-04-30,-0.03425199800730194
2015-05-31,-0.023724228754437582
2015-06-30,-0.04072030024899287
2015-07-31,0.04546040819133346
2015-08-31,-0.006895017115615021
2015-09-30,0.01966860946276694
2015-10-31,-0.004088104319854291
2015-11-30,-0.008676271458223805
2015-12-31,-0.0029723374832658633
2016-01-31,0.055731071662236564
2016-02-29,0.030859604156985965
2016-03-31,-0.0009337767565159583
2016-04-30,-0.0073648427456638466
2016-05-31,0.008053869826516014
2016-06-30,0.0693420703719192
2016-07-31,0.021025153210344705
2016-08-31,-0.010134896419800365
2016-09-30,-0.015083619293886685
2016-10-31,-0.04380674162612597
2016-11-30,-0.08213737145063071
2016-12-31,-0.00462549236066534
2017-01-31,0.008141951328855201
2017-02-28,0.01584625601647316
2017-03-31,-0.006551301479712723
2017-04-30,0.015731959225531167
2017-05-31,0.01887895609816992
2017-06-30,0.00791877644924388
2017-07-31,-0.006583211712095194
2017-08-31,0.03408717354999036
2017-09-30,-0.023229359610813627
2017-10-31,-0.0003855820978759805
2017-11-30,0.007431931622970955
2017-12-31,0.01812585605858419
2018-01-31,-0.032555877016651746
2018-02-28,-0.030413769592736783
2018-03-31,0.028595922541713614
2018-04-30,-0.020881239911208826
2018-05-31,0.020044167113823397
2018-06-30,0.006457912808689015
2018-07-31,-0.014368506829097072
2018-08-31,0.013120097235246098
2018-09-30,-0.028643185347466682
2018-10-31,-0.029304964872949868
2018-11-30,0.017871888282208648
2018-12-31,0.05853522956243773
2019-01-31,0.0037857188078607162
2019-02-28,-0.013763997305713094
2019-03-31,0.0557167972935424
2019-04-30,-0.019910997348738135
2019-05-31,0.06839218386194723
2019-06-30,0.009501353025148207
2019-07-31,0.0025650307686400087
2019-08-31,0.11049139771050864
2019-09-30,-0.0267989403114266
2019-10-31,-0.011132292363806195
2019-11-30,-0.004071175413731254
2019-12-31,-0.03197512424061222
2020-01-31,0.0769111528789288
2020-02-29,0.06626548527108644
2020-03-31,0.06376682593474015
2020-04-30,0.012189156949578894
2020-05-31,-0.017618836697679052
2020-06-30,0.0033660989760242455
2020-07-31,0.04435138138584538
2020-08-31,-0.05046541894230416
2020-09-30,0.007734386476426325
2020-10-31,-0.03385249976157734
2020-11-30,0.016639198632653285
2020-12-31,-0.012276506386740604
2021-01-31,-0.036327762417422305
2021-02-28,-0.05732963279433434
2021-03-31,-0.05245231599393296
2021-04-30,0.024950907738703787
2021-05-31,2.141282171130854e-05
2021-06-30,0.04419156969117344
2021-07-31,0.03716611017866356
2021-08-31,-0.003401934901484105
2021-09-30,-0.0290702301511927
2021-10-31,0.02465064931809624
2021-11-30,0.02771416672927285
2021-12-31,-0.02013722335910695
2022-01-31,-0.03913917260619426
2022-02-28,-0.0163301388774727
2022-03-31,-0.05444381889167205
2022-04-30,-0.09423851823043505
2022-05-31,-0.022533173045982346
2022-06-30,-0.012745520712489578
