Date,Monthly Return
1998-02-28,0.06929476063455997
1998-03-31,0.048783391339470406
1998-04-30,0.012791462620532101
1998-05-31,-0.02076903709133293
1998-06-30,0.042573327951809015
1998-07-31,-0.01351363009343809
1998-08-31,-0.14117935003850024
1998-09-30,0.06363943348173318
1998-10-31,0.08108071560898433
1998-11-30,0.05568213277579592
1998-12-31,0.06542236776930044
1999-01-31,0.03522494877462612
1999-02-28,-0.03206837216819247
1999-03-31,0.04146774526851238
1999-04-30,0.0379748435063223
1999-05-31,-0.022865753384830323
1999-06-30,0.0553777484616389
1999-07-31,-0.031021293147841522
1999-08-31,-0.005179363794024949
1999-09-30,-0.022336746517643502
1999-10-31,0.06407694562118671
1999-11-30,0.01665230229663006
1999-12-31,0.057109255961351746
2000-01-31,-0.04978732062573421
2000-02-29,-0.015226135434695531
2000-03-31,0.09691427600969149
2000-04-30,-0.03512032114522512
2000-05-31,-0.01572253976466209
2000-06-30,0.019682067616293653
2000-07-31,-0.015702039720668415
2000-08-31,0.06534055636240343
2000-09-30,-0.054862327139831524
2000-10-31,-0.004678326663010157
2000-11-30,-0.07465280788413897
2000-12-31,-0.005226014966274728
2001-01-31,0.04445931214724941
2001-02-28,-0.09538783639871196
2001-03-31,-0.056037056911869
2001-04-30,0.08544000240470107
2001-05-31,-0.005605900341087988
2001-06-30,-0.023829178371480242
2001-07-31,-0.01019532280819646
2001-08-31,-0.059333226871903566
2001-09-30,-0.08162997434273578
2001-10-31,0.013021873022535768
2001-11-30,0.07797631565185359
2001-12-31,0.005640279714274277
2002-01-31,-0.009799322906231644
2002-02-28,-0.017936026530828264
2002-03-31,0.03327092596103065
2002-04-30,-0.05815582305457656
2002-05-31,-0.005933813430910262
2002-06-30,-0.07380755524686167
2002-07-31,-0.07881980418222834
2002-08-31,0.006801802449835526
2002-09-30,-0.10485238219954474
2002-10-31,0.08228396138622451
2002-11-30,0.06168049733778802
2002-12-31,-0.056569744514034626
2003-01-31,-0.024595084203113515
2003-02-28,-0.013478070257249342
2003-03-31,0.0021394898115614236
2003-04-30,0.08461219743194448
2003-05-31,0.05483645077504451
2003-06-30,0.010650647904922872
2003-07-31,0.018027235839881195
