Date,Monthly Return
2020-06-30,-0.005039587205510232
2020-07-31,0.05507276907753855
2020-08-31,0.02380504200143685
2020-09-30,-0.007573423769214993
2020-10-31,-0.014292515245024617
2020-11-30,0.07256279235148577
2020-12-31,0.026002502519038906
2021-01-31,-0.01596406985346155
2021-02-28,0.006832292525153605
2021-03-31,0.06351407076780236
2021-04-30,0.025929533482517364
2021-05-31,0.017556269485314413
2021-06-30,0.016002424650614522
2021-07-31,0.025675231588405678
2021-08-31,0.017359847511790205
2021-09-30,-0.04150085771720147
2021-10-31,0.045775612821957745
2021-11-30,-0.016943930497359427
2021-12-31,0.05752545884721805
2022-01-31,-0.034815704848138895
2022-02-28,-0.01234165845977997
2022-03-31,0.03370494303749605
2022-04-30,-0.03670316341642832
2022-05-31,-0.000722986049700336
2022-06-30,-0.036557049419538856
2022-07-31,0.04743833692181676
2022-08-31,-0.029419452158648718
2022-09-30,-0.06345427590409458
2022-10-31,0.07529238775901992
2022-11-30,0.052183201345206154
2022-12-31,-0.019649315177076465
2023-01-31,0.017985150402789918
2023-02-28,-0.022462412274623644
2023-03-31,0.022874124815873254
2023-04-30,0.022989632775366697
2023-05-31,-0.017371449703041164
2023-06-30,0.031217848563653172
2023-07-31,0.01653600408371303
2023-08-31,7.852390759843786e-08
2023-09-30,-0.030623300742773307
2023-10-31,-0.010846506222079055
2023-11-30,0.04686101296944112
2023-12-31,0.020040735918771535
2024-01-31,0.01782445645922004
2024-02-29,0.023554237283793578
2024-03-31,0.021016771133521628
2024-04-30,-0.027557969392290604
2024-05-31,0.022048732169541507
2024-06-30,0.003718845015891592
2024-07-31,0.020053179791158948
2024-08-31,0.02865836602209293
2024-09-30,0.01848364069719488
2024-10-31,-0.007239720347102407
2024-11-30,0.04312790439209713
2024-12-31,-0.04142518043060939
2025-01-31,0.02503039143845731
2025-02-28,0.013061844687889401
2025-03-31,-0.03286960310937681
2025-04-30,-0.020129704107459512
2025-05-31,0.015571084094127885
